Date,Name,Year,Letterboxd URI,Rating
2025-06-11,The King of Staten Island,2020,https://boxd.it/litG,2.5
2025-06-11,Spider-Man: Far From Home,2019,https://boxd.it/fegG,3.5
2025-06-11,The Gentlemen,2019,https://boxd.it/iYBQ,3
2025-06-11,Pokémon Detective Pikachu,2019,https://boxd.it/fVA0,2
2025-06-11,Zombieland: Double Tap,2019,https://boxd.it/bgb6,2
2025-06-11,Jumanji: The Next Level,2019,https://boxd.it/ixu4,1.5
2025-06-11,Alita: Battle Angel,2019,https://boxd.it/e0rS,4
2025-06-11,Murder Mystery,2019,https://boxd.it/iEBm,2.5
2025-06-11,Fast & Furious Presents: Hobbs & Shaw,2019,https://boxd.it/dnDA,3
2025-06-11,Where the Crawdads Sing,2022,https://boxd.it/psLS,3.5
2025-06-11,Triple Frontier,2019,https://boxd.it/dZUO,3.5
2025-06-11,Hellboy,2019,https://boxd.it/gjaA,2
2025-06-11,The Highwaymen,2019,https://boxd.it/i4ie,3
2025-06-11,Midway,2019,https://boxd.it/iX4w,3.5
2025-06-11,Angel Has Fallen,2019,https://boxd.it/eYfC,3
2025-06-11,The Prodigy,2019,https://boxd.it/jnzg,3
2025-06-11,The Outpost,2019,https://boxd.it/jlxW,2.5
2025-06-11,Black Panther,2018,https://boxd.it/8MHs,3
2025-06-11,Game Night,2018,https://boxd.it/fRtu,3
2025-06-11,Fantastic Beasts: The Crimes of Grindelwald,2018,https://boxd.it/bg8G,3
2025-06-11,Bad Times at the El Royale,2018,https://boxd.it/fSA2,3
2025-06-11,Upgrade,2018,https://boxd.it/i4gW,2
2025-06-11,Tag,2018,https://boxd.it/gh7Y,2.5
2025-06-11,The Equalizer 2,2018,https://boxd.it/bAEW,3.5
2025-06-11,Overlord,2018,https://boxd.it/fAwm,3
2025-06-11,The Mule,2018,https://boxd.it/idcY,3
2025-06-11,Sicario: Day of the Soldado,2018,https://boxd.it/e4fG,3.5
2025-06-11,Den of Thieves,2018,https://boxd.it/g17e,2.5
2025-06-11,Skyscraper,2018,https://boxd.it/fVqa,1.5
2025-06-11,The Christmas Chronicles,2018,https://boxd.it/ja7e,3
2025-06-11,Mortal Engines,2018,https://boxd.it/fahg,3.5
2025-06-11,12 Strong,2018,https://boxd.it/fdnc,3
2025-06-11,Baby Driver,2017,https://boxd.it/bhF2,3
2025-06-11,War for the Planet of the Apes,2017,https://boxd.it/8FE2,3.5
2025-06-11,Murder on the Orient Express,2017,https://boxd.it/dHjA,3.5
2025-06-11,Kong: Skull Island,2017,https://boxd.it/9ewM,1.5
2025-06-11,Darkest Hour,2017,https://boxd.it/dZZa,4
2025-06-11,Valerian and the City of a Thousand Planets,2017,https://boxd.it/biYY,1.5
2025-06-11,American Made,2017,https://boxd.it/bb66,3.5
2025-06-11,King Arthur: Legend of the Sword,2017,https://boxd.it/8lDS,2.5
2025-06-11,American Assassin,2017,https://boxd.it/eFLE,3
2025-06-11,Only the Brave,2017,https://boxd.it/dRqw,4
2025-06-11,The Wall,2017,https://boxd.it/eh1s,3
2025-06-11,Sand Castle,2017,https://boxd.it/dCo6,2
2025-06-11,Now You See Me 2,2016,https://boxd.it/99fw,3
2025-06-11,Passengers,2016,https://boxd.it/8lFu,3.5
2025-06-11,War Dogs,2016,https://boxd.it/9SlO,3.5
2025-06-11,Hell or High Water,2016,https://boxd.it/bfGM,4
2025-06-11,The Founder,2016,https://boxd.it/9XwM,3
2025-06-11,Everybody Wants Some!!,2016,https://boxd.it/9mgM,4
2025-06-11,Central Intelligence,2016,https://boxd.it/9DFE,2
2025-06-11,The Magnificent Seven,2016,https://boxd.it/aZAy,4
2025-06-11,Jack Reacher: Never Go Back,2016,https://boxd.it/buAY,3
2025-06-11,London Has Fallen,2016,https://boxd.it/814o,3.5
2025-06-11,The Finest Hours,2016,https://boxd.it/9yAa,3
2025-06-11,Billy Lynn's Long Halftime Walk,2016,https://boxd.it/9g2Y,2.5
2025-06-11,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,3
2025-06-11,Mission: Impossible – Rogue Nation,2015,https://boxd.it/5rI4,3.5
2025-06-11,Pitch Perfect 2,2015,https://boxd.it/7tNa,1
2025-06-11,The Man from U.N.C.L.E.,2015,https://boxd.it/67lG,2.5
2025-06-11,Straight Outta Compton,2015,https://boxd.it/8rMc,3.5
2025-06-11,Eddie the Eagle,2015,https://boxd.it/amAY,3.5
2025-06-11,The Ridiculous 6,2015,https://boxd.it/bFXk,3
2025-06-11,"McFarland, USA",2015,https://boxd.it/6JCq,3
2025-06-11,Eye in the Sky,2015,https://boxd.it/aZg4,3.5
2025-06-11,Point Break,2015,https://boxd.it/7Ax4,3.5
2025-06-11,Wet Hot American Summer: First Day of Camp,2015,https://boxd.it/fX8W,3.5
2025-06-11,American Sniper,2014,https://boxd.it/5LDy,4
2025-06-11,The Interview,2014,https://boxd.it/6KQ4,4
2025-06-11,The Equalizer,2014,https://boxd.it/4TUK,4
2025-06-11,Neighbors,2014,https://boxd.it/5Txe,2
2025-06-11,Force Majeure,2014,https://boxd.it/7UcA,2
2025-06-11,Unbroken,2014,https://boxd.it/6IaA,3
2025-06-11,The Monuments Men,2014,https://boxd.it/4OxQ,3.5
2025-06-11,Taken 3,2014,https://boxd.it/7Iqq,3
2025-06-11,Jack Ryan: Shadow Recruit,2014,https://boxd.it/4pFq,3.5
2025-06-11,Pacific Rim,2013,https://boxd.it/2cB2,3.5
2025-06-11,The Wolverine,2013,https://boxd.it/2CWU,3.5
2025-06-11,Oblivion,2013,https://boxd.it/2Bzq,3.5
2025-06-11,Ender's Game,2013,https://boxd.it/2N9Y,3
2025-06-11,After Earth,2013,https://boxd.it/2TSg,2
2025-06-11,Olympus Has Fallen,2013,https://boxd.it/3TMY,3.5
2025-06-11,White House Down,2013,https://boxd.it/3TOg,3.5
2025-06-11,Lone Survivor,2013,https://boxd.it/5Qj4,4
2025-06-11,RED 2,2013,https://boxd.it/4E4E,3.5
2025-06-11,Wreck-It Ralph,2012,https://boxd.it/2TTS,3.5
2025-06-11,Looper,2012,https://boxd.it/ham,3
2025-06-11,Chronicle,2012,https://boxd.it/2Emk,3
2025-06-11,The Dictator,2012,https://boxd.it/2DEW,3
2025-06-11,Zero Dark Thirty,2012,https://boxd.it/3n1w,3.5
2025-06-11,John Carter,2012,https://boxd.it/FQ2,2
2025-06-11,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,3.5
2025-06-11,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/psI,4
2025-06-11,Hugo,2011,https://boxd.it/R08,3.5
2025-06-11,Limitless,2011,https://boxd.it/Aly,3
2025-06-11,Sherlock Holmes: A Game of Shadows,2011,https://boxd.it/k3S,2.5
2025-06-11,Transformers: Dark of the Moon,2011,https://boxd.it/16aC,2
2025-06-11,Real Steel,2011,https://boxd.it/147m,3
2025-06-11,Tinker Tailor Soldier Spy,2011,https://boxd.it/FRY,3
2025-06-11,We Bought a Zoo,2011,https://boxd.it/2AU8,2.5
2025-06-11,Soul Surfer,2011,https://boxd.it/T9G,3.5
2025-06-11,TRON: Legacy,2010,https://boxd.it/1Dlo,2
2025-06-11,The Other Guys,2010,https://boxd.it/1rtq,2.5
2025-06-11,RED,2010,https://boxd.it/13uu,4
2025-06-11,Secretariat,2010,https://boxd.it/13yG,3.5
2025-06-11,Up,2009,https://boxd.it/1OEc,4
2025-06-11,District 9,2009,https://boxd.it/1Iik,3.5
2025-06-11,Sherlock Holmes,2009,https://boxd.it/1W2A,3
2025-06-11,The Blind Side,2009,https://boxd.it/1zWg,2
2025-06-11,A Christmas Carol,2009,https://boxd.it/1HKW,3
2025-06-11,The Girl with the Dragon Tattoo,2009,https://boxd.it/1Mb8,3
2025-06-11,G.I. Joe: The Rise of Cobra,2009,https://boxd.it/1Ndu,1
2025-06-11,Iron Man,2008,https://boxd.it/28dA,3.5
2025-06-11,Tropic Thunder,2008,https://boxd.it/20WM,3
2025-06-11,Forgetting Sarah Marshall,2008,https://boxd.it/1XEq,3
2025-06-11,Hancock,2008,https://boxd.it/1Zv6,4
2025-06-11,Camp Rock,2008,https://boxd.it/1PHw,2
2025-06-11,Jumper,2008,https://boxd.it/20ss,3.5
2025-06-11,The Darjeeling Limited,2007,https://boxd.it/24as,3
2025-06-11,Transformers,2007,https://boxd.it/280c,3.5
2025-06-11,Surf's Up,2007,https://boxd.it/1YKY,3.5
2025-06-11,Hot Rod,2007,https://boxd.it/1X9C,3.5
2025-06-11,Blades of Glory,2007,https://boxd.it/1Xrm,3.5
2025-06-11,Evan Almighty,2007,https://boxd.it/26s4,3
2025-06-11,The Game Plan,2007,https://boxd.it/1PDY,2
2025-06-11,Click,2006,https://boxd.it/1YVM,3
2025-06-11,Talladega Nights: The Ballad of Ricky Bobby,2006,https://boxd.it/1XYq,3.5
2025-06-11,Batman Begins,2005,https://boxd.it/2aIg,3
2025-06-11,Fantastic Four,2005,https://boxd.it/1XVw,3
2025-06-11,Robots,2005,https://boxd.it/1Xve,3.5
2025-06-11,Jarhead,2005,https://boxd.it/70m,3.5
2025-06-11,Sky High,2005,https://boxd.it/1TNI,4
2025-06-11,Anchorman: The Legend of Ron Burgundy,2004,https://boxd.it/1ZVo,3.5
2025-06-11,The Aviator,2004,https://boxd.it/26BU,2.5
2025-06-11,The Day After Tomorrow,2004,https://boxd.it/2aog,1.5
2025-06-11,"I, Robot",2004,https://boxd.it/27y8,2.5
2025-06-11,DodgeBall: A True Underdog Story,2004,https://boxd.it/1YAY,4
2025-06-11,The Manchurian Candidate,2004,https://boxd.it/1O2M,3.5
2025-06-11,Miracle,2004,https://boxd.it/1OmM,4
2025-06-11,Finding Nemo,2003,https://boxd.it/72i,3.5
2025-06-11,Bruce Almighty,2003,https://boxd.it/2aCC,3.5
2025-06-11,Brother Bear,2003,https://boxd.it/1Xjs,3.5
2025-06-11,Cheaper by the Dozen,2003,https://boxd.it/1USa,3
2025-06-11,Tears of the Sun,2003,https://boxd.it/1YlY,3
2025-06-11,Spider-Man,2002,https://boxd.it/2a8i,3.5
2025-06-11,Austin Powers in Goldmember,2002,https://boxd.it/29xG,2
2025-06-11,John Q,2002,https://boxd.it/205S,3.5
2025-06-11,We Were Soldiers,2002,https://boxd.it/1VSA,3.5
2025-06-11,The Sum of All Fears,2002,https://boxd.it/242I,3.5
2025-06-11,Home Alone 4,2002,https://boxd.it/1RLA,0.5
2025-06-11,Pearl Harbor,2001,https://boxd.it/29Q4,3.5
2025-06-11,Black Hawk Down,2001,https://boxd.it/29rI,3.5
2025-06-11,Enemy at the Gates,2001,https://boxd.it/29s2,2
2025-06-11,Joe Dirt,2001,https://boxd.it/1UZ6,0.5
2025-06-11,Behind Enemy Lines,2001,https://boxd.it/20GY,2
2025-06-11,Best in Show,2000,https://boxd.it/1Pqq,3.5
2025-06-11,U-571,2000,https://boxd.it/25gm,3.5
2025-06-11,American Pie,1999,https://boxd.it/27qy,3
2025-06-11,Austin Powers: The Spy Who Shagged Me,1999,https://boxd.it/29xQ,3
2025-06-11,Three Kings,1999,https://boxd.it/21IG,3.5
2025-06-11,Dick,1999,https://boxd.it/1KaC,4
2025-06-11,Armageddon,1998,https://boxd.it/2b9Q,3.5
2025-06-11,The Waterboy,1998,https://boxd.it/1VHi,2
2025-06-11,Boogie Nights,1997,https://boxd.it/23um,4
2025-06-11,Air Force One,1997,https://boxd.it/1XQw,2.5
2025-06-11,Twister,1996,https://boxd.it/29S0,2.5
2025-06-11,Happy Gilmore,1996,https://boxd.it/1Yey,3.5
2025-06-11,Dumb and Dumber,1994,https://boxd.it/206m,1.5
2025-06-11,The Santa Clause,1994,https://boxd.it/1TWK,2
2025-06-11,Ri¢hie Ri¢h,1994,https://boxd.it/1URw,3
2025-06-11,Tombstone,1993,https://boxd.it/1SE6,4.5
2025-06-11,Cool Runnings,1993,https://boxd.it/29qg,3
2025-06-11,Wayne's World 2,1993,https://boxd.it/1ZHw,3
2025-06-11,Rookie of the Year,1993,https://boxd.it/2lyG,3.5
2025-06-11,Wayne's World,1992,https://boxd.it/1ZHG,3.5
2025-06-11,Patriot Games,1992,https://boxd.it/1XEA,3.5
2025-06-11,Billy Madison,1995,https://boxd.it/1UQI,2.5
2025-06-11,Waterworld,1995,https://boxd.it/1XLG,3.5
2025-06-11,The Hunt for Red October,1990,https://boxd.it/28lk,3
2025-06-11,Castle in the Sky,1986,https://boxd.it/1W4G,3.5
2025-06-11,Platoon,1986,https://boxd.it/29BS,3.5
2025-06-11,Red Dawn,1984,https://boxd.it/27X8,2.5
2025-06-11,Tron,1982,https://boxd.it/2b9w,3.5
2025-06-11,Caddyshack,1980,https://boxd.it/1SCO,3.5
2025-06-11,Smokey and the Bandit,1977,https://boxd.it/1USk,3
2025-06-11,Patton,1970,https://boxd.it/1UnQ,3
2025-06-11,The Dirty Dozen,1967,https://boxd.it/28nK,3.5
2025-06-11,Venom: Let There Be Carnage,2021,https://boxd.it/llco,2.5
2025-06-11,True Grit,2010,https://boxd.it/Sog,3.5
2025-06-11,The Tomorrow War,2021,https://boxd.it/lE78,3.5
2025-06-11,The Accountant²,2025,https://boxd.it/wOm0,2
2025-06-11,Avengers: Endgame,2019,https://boxd.it/9vE4,3.5
2025-06-11,Collateral,2004,https://boxd.it/28F0,3.5
2025-06-11,Ghosted,2023,https://boxd.it/wL1e,2
2025-06-11,Black Bag,2025,https://boxd.it/KRbM,2.5
2025-06-11,The Dark Knight Rises,2012,https://boxd.it/H3m,3.5
2025-06-11,Downsizing,2017,https://boxd.it/9Ajq,2
2025-06-11,Death on the Nile,2022,https://boxd.it/ifpg,2
2025-06-11,A Working Man,2025,https://boxd.it/Jpmq,1.5
2025-06-11,Wrath of Man,2021,https://boxd.it/nEia,2.5
2025-06-11,Crank,2006,https://boxd.it/27MY,3.5
2025-06-12,Shutter Island,2010,https://boxd.it/1U82,4.5
2025-06-12,Mulholland Drive,2001,https://boxd.it/297o,4
2025-06-12,Interstellar,2014,https://boxd.it/4VZ8,4
2025-06-13,The Straight Story,1999,https://boxd.it/2ass,4
2025-06-13,Wind River,2017,https://boxd.it/dR3i,3.5
2025-06-16,Colossal,2016,https://boxd.it/biZi,3
2025-06-16,Uncharted,2022,https://boxd.it/b5Dy,3.5
2025-06-16,The Impossible,2012,https://boxd.it/2N9k,3
2025-06-16,The Princess Diaries,2001,https://boxd.it/1XCO,3
2025-06-17,Plane,2023,https://boxd.it/o0lq,3
2025-06-18,The Men Who Stare at Goats,2009,https://boxd.it/1Wza,2.5
2025-06-19,Rear Window,1954,https://boxd.it/2a6Q,3.5
2025-06-22,The Zookeeper's Wife,2017,https://boxd.it/91Kc,3.5
2025-06-22,The Catcher Was a Spy,2018,https://boxd.it/gLdC,2.5
2025-06-22,Disturbia,2007,https://boxd.it/20rk,3
2025-06-22,Blood Diamond,2006,https://boxd.it/28Tm,3.5
2025-07-02,Thunderbolts*,2025,https://boxd.it/BfbQ,3.5
2025-07-02,Sinners,2025,https://boxd.it/KQMM,4
2025-07-05,The Phoenician Scheme,2025,https://boxd.it/H0Ca,3
2025-07-05,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,4
2025-07-07,The Last of Sheila,1973,https://boxd.it/1u5G,4
2025-07-08,Poison,2023,https://boxd.it/Is7Q,3
2025-07-08,The Wonderful Story of Henry Sugar and Three More,2024,https://boxd.it/LYEy,3.5
2025-07-08,Warfare,2025,https://boxd.it/LbRo,4
2025-07-08,Cop Land,1997,https://boxd.it/27ly,3.5
2025-07-08,The Fabelmans,2022,https://boxd.it/ugoM,2.5
2025-07-10,The Perfect Storm,2000,https://boxd.it/27n0,2
2025-07-11,Ballerina,2025,https://boxd.it/jKqG,3
2025-07-12,The Right Stuff,1983,https://boxd.it/1YoS,3.5
2025-07-13,Murder by Death,1976,https://boxd.it/228k,2.5
2025-07-13,Blow,2001,https://boxd.it/24Mm,3.5
2025-07-13,Strange Brew,1983,https://boxd.it/1R3S,4
2025-07-13,Snatch,2000,https://boxd.it/2b7U,3.5
2025-07-13,Mr. & Mrs. Smith,2005,https://boxd.it/29CG,3.5
2025-07-14,Spotlight,2015,https://boxd.it/a84k,4.5
2025-07-14,Twisters,2024,https://boxd.it/qV7a,3
2025-07-14,The Fugitive,1993,https://boxd.it/230G,3.5
2025-07-15,Flight Risk,2025,https://boxd.it/GzHW,2
2025-07-15,Fountain of Youth,2025,https://boxd.it/Fwx8,2.5
2025-07-15,Bumblebee,2018,https://boxd.it/f21O,3
2025-07-15,The Great Outdoors,1988,https://boxd.it/26yw,3
2025-07-15,Memento,2000,https://boxd.it/2bcK,4.5
2025-07-18,Tenet,2020,https://boxd.it/leq4,2.5
2025-07-18,Road House,2024,https://boxd.it/cdzQ,3
2025-07-20,Enemy,2013,https://boxd.it/5xtO,2
2025-07-20,Almost Famous,2000,https://boxd.it/29CQ,4.5
2025-07-21,Dave,1993,https://boxd.it/1Txq,3.5
2025-07-21,Punch-Drunk Love,2002,https://boxd.it/20E4,3
2025-07-22,Dead Poets Society,1989,https://boxd.it/2aSg,4
2025-07-23,The Devil Wears Prada,2006,https://boxd.it/2awE,3.5
2025-07-24,Chernobyl,2019,https://boxd.it/mkbG,4
2025-07-26,Rain Man,1988,https://boxd.it/2avw,3
2025-07-26,Happy Gilmore 2,2025,https://boxd.it/M8PQ,3.5
2025-07-28,Lords of Dogtown,2005,https://boxd.it/1XOg,3.5
2025-07-28,Brokeback Mountain,2005,https://boxd.it/2b2q,4.5
2025-07-28,The Patriot,2000,https://boxd.it/27Bw,4
2025-07-29,Stand by Me,1986,https://boxd.it/2aOe,3.5
2025-08-02,Ford v Ferrari,2019,https://boxd.it/ce74,4
2025-08-02,A League of Their Own,1992,https://boxd.it/1UdG,3
2025-08-02,Jerry Maguire,1996,https://boxd.it/1YNS,3
2025-08-04,Dog Day Afternoon,1975,https://boxd.it/29bg,2.5
2025-08-04,Risky Business,1983,https://boxd.it/1YUE,3
2025-08-05,Dark Waters,2019,https://boxd.it/kaYu,4
2025-08-06,Jurassic World Rebirth,2025,https://boxd.it/KUeE,2
2025-08-07,Gangs of New York,2002,https://boxd.it/25FG,3.5
2025-08-08,Erin Brockovich,2000,https://boxd.it/2al2,3.5
2025-08-10,Zodiac,2007,https://boxd.it/27MO,4
2025-08-10,The Game,1997,https://boxd.it/26vC,4
2025-08-11,The Constant Gardener,2005,https://boxd.it/27HE,3.5
2025-08-20,Superman,2025,https://boxd.it/E9IU,3.5
2025-08-20,The Greatest Game Ever Played,2005,https://boxd.it/1M8I,3.5
2025-08-22,Megan Leavey,2017,https://boxd.it/f1qy,3.5
2025-08-22,The Guns of Navarone,1961,https://boxd.it/1V62,4
2025-08-24,Chasing Mavericks,2012,https://boxd.it/2TUQ,4
2025-08-24,Spaceballs,1987,https://boxd.it/29cy,2.5
2025-08-25,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/l7A2,3.5
2025-08-28,F1,2025,https://boxd.it/yjVM,3.5
2025-09-03,Lucy,2014,https://boxd.it/75hu,2.5
2025-09-03,The Professor and the Madman,2019,https://boxd.it/evTI,3
2025-09-07,The Curious Case of Benjamin Button,2008,https://boxd.it/23Fk,3.5
2025-09-08,The Thursday Murder Club,2025,https://boxd.it/rXju,1.5
2025-09-10,Catch-22,1970,https://boxd.it/1WrK,2.5
2025-09-10,Phenomenon,1996,https://boxd.it/1Z2I,3
2025-09-10,The Narrow Road to the Deep North,2025,https://boxd.it/Un0E,4.5
2025-09-11,The Iron Claw,2023,https://boxd.it/w5Pm,4
2025-09-11,Sicario,2015,https://boxd.it/8i7u,4.5
2025-09-14,To Catch a Thief,1955,https://boxd.it/2avm,3
2025-09-14,12 Angry Men,1957,https://boxd.it/2auI,4.5
2025-09-15,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,3
2025-09-16,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,2.5
2025-09-16,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,3.5
2025-09-16,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,3.5
2025-09-17,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,3.5
2025-09-17,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,3.5
2025-09-18,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,2.5
2025-09-18,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,4
2025-09-21,Rudy,1993,https://boxd.it/1NUe,3.5
2025-09-22,Greater,2016,https://boxd.it/dcuM,2.5
2025-09-22,"Hail, Caesar!",2016,https://boxd.it/881G,2.5
2025-09-24,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q,3.5
2025-09-25,Donnie Brasco,1997,https://boxd.it/1YRA,4
2025-09-25,Burn After Reading,2008,https://boxd.it/23BW,2.5
2025-09-26,The Ice Road,2021,https://boxd.it/o0C2,1.5
2025-09-28,The Order,2024,https://boxd.it/EVrs,4
2025-10-02,Valkyrie,2008,https://boxd.it/275g,2
2025-10-02,The Hobbit: An Unexpected Journey,2012,https://boxd.it/GZk,3.5
2025-10-05,A Bridge Too Far,1977,https://boxd.it/22nO,3
2025-10-05,The Hobbit: The Desolation of Smaug,2013,https://boxd.it/nmS,3
2025-10-06,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,4
2025-10-10,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,3.5
2025-10-10,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,3.5
2025-10-10,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,4
2025-10-10,Murder at Yellowstone City,2022,https://boxd.it/AP5C,2
2025-10-16,The Woman in Cabin 10,2025,https://boxd.it/NfTM,2.5
2025-10-17,Flight,2012,https://boxd.it/35Ca,3
2025-10-17,Left Behind,2014,https://boxd.it/6tKI,0.5
2025-10-17,Moon,2009,https://boxd.it/1IGQ,4
2025-10-20,Charade,1963,https://boxd.it/23O2,3
2025-10-23,Serpico,1973,https://boxd.it/1ZjE,4
2025-10-25,The Long Walk,2025,https://boxd.it/mic8,3.5
2025-10-26,A House of Dynamite,2025,https://boxd.it/NcXc,2.5
2025-10-27,The Lincoln Lawyer,2011,https://boxd.it/DRM,3
2025-10-28,Parasite,2019,https://boxd.it/hTha,4.5
2025-10-29,Meet Joe Black,1998,https://boxd.it/2aEI,3.5
2025-11-03,Joyeux Noel,2005,https://boxd.it/1TiU,3
2025-11-04,The Hill,1965,https://boxd.it/1xJY,3.5
2025-11-06,The Outfit,2022,https://boxd.it/u6Eq,2.5
2025-11-12,After the Sunset,2004,https://boxd.it/1VSK,1
2025-11-13,Deep Impact,1998,https://boxd.it/1ZYM,3
2025-11-22,One Battle After Another,2025,https://boxd.it/DUHM,4.5
2025-11-25,You Only Live Twice,1967,https://boxd.it/29Rw,2
2025-11-27,Battle Royale,2000,https://boxd.it/25zS,4
2025-11-28,The Conversation,1974,https://boxd.it/2a38,4
2025-11-28,North by Northwest,1959,https://boxd.it/2aRM,4.5
2025-11-30,Midnight in Paris,2011,https://boxd.it/i4a,4
2025-12-01,Election,1999,https://boxd.it/1YEc,3.5
2025-12-03,Vertigo,1958,https://boxd.it/2apI,3
2025-12-05,Money Monster,2016,https://boxd.it/9GCS,1.5
2025-12-09,L.A. Confidential,1997,https://boxd.it/27oC,4
2025-12-12,And Then There Were None,1945,https://boxd.it/23J2,3.5
2025-12-14,Wake Up Dead Man,2025,https://boxd.it/uAKS,3
2025-12-14,Jay Kelly,2025,https://boxd.it/EsWw,3.5
2025-12-17,Now You See Me: Now You Don't,2025,https://boxd.it/f3i2,3
2025-12-20,Bull Durham,1988,https://boxd.it/2wS8,2.5
2025-12-23,Dante's Peak,1997,https://boxd.it/1YdK,2
2025-12-23,Frost/Nixon,2008,https://boxd.it/1TI4,3
2025-12-25,Red One,2024,https://boxd.it/vTBM,2
2025-12-25,Wallace & Gromit: The Curse of the Were-Rabbit,2005,https://boxd.it/2ac0,3.5
2025-12-26,The Mastermind,2025,https://boxd.it/Q7ge,3.5
2025-12-29,Licorice Pizza,2021,https://boxd.it/qTKY,3.5
2025-12-31,Phantom Thread,2017,https://boxd.it/e4uc,3.5
2026-01-01,Magnolia,1999,https://boxd.it/2aze,5
2026-01-02,Training Day,2001,https://boxd.it/27A4,3.5
2026-01-02,Uncut Gems,2019,https://boxd.it/gXGc,3.5
2026-01-03,Casino,1995,https://boxd.it/2ads,4
2026-01-05,Man on Fire,2004,https://boxd.it/1Yvk,2
